feature,mean_abs_shap,tier,family
MagpieData minimum NValence,0.0034150391162950937,tier1,nitride
MagpieData range NdValence,0.0032997452252458716,tier1,nitride
MagpieData mean NfUnfilled,0.0030311741848512057,tier1,nitride
MagpieData maximum GSvolume_pa,0.0029026815458060855,tier1,nitride
MagpieData avg_dev NfValence,0.00258707889675386,tier1,nitride
MagpieData minimum GSvolume_pa,0.0025598191624329352,tier1,nitride
MagpieData maximum AtomicWeight,0.002548403847114906,tier1,nitride
MagpieData mode Number,0.0025472695457106334,tier1,nitride
MagpieData maximum SpaceGroupNumber,0.0025021176555594066,tier1,nitride
MagpieData mean AtomicWeight,0.002475358888351494,tier1,nitride
MagpieData mode Column,0.002428489648435689,tier1,nitride
MagpieData range NpUnfilled,0.0024238732062242265,tier1,nitride
MagpieData minimum AtomicWeight,0.0023538029820461396,tier1,nitride
MagpieData range Number,0.002003963414627758,tier1,nitride
MagpieData mode NpUnfilled,0.0018001853933327953,tier1,nitride
MagpieData mean NfValence,0.001776461752511771,tier1,nitride
MagpieData mode CovalentRadius,0.001624822780144601,tier1,nitride
MagpieData minimum MeltingT,0.001612529210498548,tier1,nitride
MagpieData mode GSbandgap,0.001277202868425396,tier1,nitride
MagpieData maximum NfUnfilled,0.0012661520059363514,tier1,nitride
MagpieData range Row,0.0012022135871915575,tier1,nitride
MagpieData maximum NfValence,0.0011465893882073046,tier1,nitride
MagpieData minimum CovalentRadius,0.0010580549739559518,tier1,nitride
MagpieData mode AtomicWeight,0.0009659505243443373,tier1,nitride
MagpieData minimum GSbandgap,0.0009187922614049324,tier1,nitride
MagpieData maximum GSmagmom,0.000815277458901172,tier1,nitride
MagpieData mode NValence,0.0008145471584324194,tier1,nitride
MagpieData range NdUnfilled,0.0007609271372776902,tier1,nitride
MagpieData avg_dev NfUnfilled,0.0006903838638589061,tier1,nitride
MagpieData mode NdValence,0.0006355450522887462,tier1,nitride
MagpieData minimum NpUnfilled,0.000591467068541581,tier1,nitride
MagpieData range NsValence,0.0005762121966835159,tier1,nitride
MagpieData mode NdUnfilled,0.000547358533609393,tier1,nitride
MagpieData range NpValence,0.0005416229323522373,tier1,nitride
MagpieData mode NsValence,0.00040124000810961034,tier1,nitride
MagpieData range NfValence,0.0003392284708527325,tier1,nitride
MagpieData range NfUnfilled,0.0003264352704669096,tier1,nitride
MagpieData minimum NsValence,0.00022403419798646914,tier1,nitride
MagpieData minimum NpValence,0.00018412914230903088,tier1,nitride
MagpieData mode NpValence,0.00018108854873903594,tier1,nitride
MagpieData mode GSmagmom,0.0001378402992590937,tier1,nitride
MagpieData range GSmagmom,0.0001093035821964122,tier1,nitride
MagpieData maximum NsUnfilled,6.357063682201438e-05,tier1,nitride
MagpieData mode NsUnfilled,4.713087539284787e-05,tier1,nitride
MagpieData mode NfUnfilled,3.446025633819726e-05,tier1,nitride
MagpieData maximum NpValence,2.343453598788992e-05,tier1,nitride
MagpieData minimum NdValence,1.8741539651193648e-05,tier1,nitride
MagpieData mode NfValence,1.7279907020594396e-05,tier1,nitride
MagpieData range NsUnfilled,1.594036523868281e-05,tier1,nitride
MagpieData maximum Row,4.1057387270008164e-06,tier1,nitride
MagpieData mode Row,2.4192998042684006e-06,tier1,nitride
MagpieData minimum Row,5.935784524298114e-07,tier1,nitride
MagpieData maximum NsValence,0.0,tier1,nitride
MagpieData minimum NfValence,0.0,tier1,nitride
MagpieData minimum NsUnfilled,0.0,tier1,nitride
MagpieData minimum NdUnfilled,0.0,tier1,nitride
MagpieData minimum NfUnfilled,0.0,tier1,nitride
MagpieData minimum GSmagmom,0.0,tier1,nitride
