feature,mean_abs_shap,tier,family
MagpieData mode Number,0.003041933030307641,tier2,sulfide
MagpieData range NValence,0.003017910442778624,tier2,sulfide
MagpieData maximum GSbandgap,0.0030001199584659714,tier2,sulfide
MagpieData avg_dev NValence,0.00294354362756484,tier2,sulfide
MagpieData maximum GSvolume_pa,0.0028027420865236307,tier2,sulfide
MagpieData maximum SpaceGroupNumber,0.0027796931294556677,tier2,sulfide
MagpieData minimum CovalentRadius,0.0027795861699494925,tier2,sulfide
MagpieData minimum MeltingT,0.0025906204493930437,tier2,sulfide
MagpieData range Column,0.002573404597915101,tier2,sulfide
MagpieData mean NValence,0.0025124909735796154,tier2,sulfide
MagpieData range NdValence,0.002247391265282928,tier2,sulfide
MagpieData minimum NValence,0.002235064290849502,tier2,sulfide
MagpieData range AtomicWeight,0.0022066682258648712,tier2,sulfide
MagpieData mean CovalentRadius,0.0021479130437352407,tier2,sulfide
MagpieData range MendeleevNumber,0.0020456818674371743,tier2,sulfide
MagpieData avg_dev GSmagmom,0.001991657448533179,tier2,sulfide
MagpieData range GSbandgap,0.0018782380195058396,tier2,sulfide
MagpieData mean AtomicWeight,0.0018016024312045187,tier2,sulfide
MagpieData avg_dev Number,0.0017881875143261408,tier2,sulfide
MagpieData avg_dev NsUnfilled,0.0017864367631243326,tier2,sulfide
MagpieData avg_dev Row,0.0017860652146717319,tier2,sulfide
MagpieData mean Number,0.00167615233898034,tier2,sulfide
MagpieData mode MendeleevNumber,0.001541605919135424,tier2,sulfide
MagpieData avg_dev NfValence,0.001511108010238012,tier2,sulfide
MagpieData range NpUnfilled,0.0014452008432320935,tier2,sulfide
MagpieData mode NpUnfilled,0.0012671872311837001,tier2,sulfide
MagpieData maximum AtomicWeight,0.0012117860787090587,tier2,sulfide
MagpieData mode CovalentRadius,0.0011614307291926585,tier2,sulfide
MagpieData range Number,0.0010923562523610124,tier2,sulfide
crystal_system_int,0.001090024182597648,tier2,sulfide
MagpieData mode Column,0.0009947481843457957,tier2,sulfide
MagpieData maximum GSmagmom,0.0009921890307040447,tier2,sulfide
MagpieData mode NUnfilled,0.0009661704493569206,tier2,sulfide
MagpieData mode NValence,0.0009516312589096646,tier2,sulfide
MagpieData range NfUnfilled,0.0008983336590299569,tier2,sulfide
MagpieData range NdUnfilled,0.0008457842061359008,tier2,sulfide
MagpieData mode GSbandgap,0.0006994344169818829,tier2,sulfide
MagpieData avg_dev NfUnfilled,0.0005839496272657682,tier2,sulfide
MagpieData maximum NfValence,0.0004486036754739906,tier2,sulfide
MagpieData range NpValence,0.0004283529382171258,tier2,sulfide
MagpieData range Row,0.00038465199673384,tier2,sulfide
MagpieData minimum GSbandgap,0.0003588786041492247,tier2,sulfide
MagpieData mode AtomicWeight,0.0002817964280735058,tier2,sulfide
MagpieData minimum NsValence,0.0002712651603301504,tier2,sulfide
MagpieData range NsValence,0.0002194530768617568,tier2,sulfide
MagpieData range GSmagmom,0.00019184306758733202,tier2,sulfide
MagpieData range NsUnfilled,0.00018959494465548815,tier2,sulfide
MagpieData mode NfValence,0.00017596366373648286,tier2,sulfide
MagpieData minimum NpUnfilled,0.00017413704404219048,tier2,sulfide
MagpieData mode NdValence,0.0001425203510806258,tier2,sulfide
MagpieData mode NpValence,0.00014157704915594783,tier2,sulfide
MagpieData mode NdUnfilled,0.00013047940977160447,tier2,sulfide
MagpieData maximum NsUnfilled,0.00011605905375389039,tier2,sulfide
MagpieData mode GSmagmom,0.00010672972005708817,tier2,sulfide
MagpieData mode Row,9.939408011407583e-05,tier2,sulfide
MagpieData range NfValence,9.847339224927645e-05,tier2,sulfide
MagpieData minimum NpValence,5.6494069313543476e-05,tier2,sulfide
MagpieData maximum Row,3.892311521636585e-05,tier2,sulfide
MagpieData mode NsValence,3.529052519304542e-05,tier2,sulfide
MagpieData minimum NdValence,2.1484209373348645e-05,tier2,sulfide
MagpieData mode NfUnfilled,2.0491614793428075e-05,tier2,sulfide
MagpieData mode NsUnfilled,5.547302354091841e-06,tier2,sulfide
MagpieData maximum NpValence,5.228422073810582e-06,tier2,sulfide
MagpieData minimum Row,2.8048925006352094e-06,tier2,sulfide
MagpieData maximum NsValence,0.0,tier2,sulfide
MagpieData minimum NfValence,0.0,tier2,sulfide
MagpieData minimum NsUnfilled,0.0,tier2,sulfide
MagpieData minimum NdUnfilled,0.0,tier2,sulfide
MagpieData minimum NfUnfilled,0.0,tier2,sulfide
MagpieData minimum GSmagmom,0.0,tier2,sulfide
