feature,mean_abs_shap,tier,family
MagpieData minimum SpaceGroupNumber,0.0033681256657743853,tier2,halide
MagpieData avg_dev NsUnfilled,0.003249939496830063,tier2,halide
MagpieData mean CovalentRadius,0.0031366968507689054,tier2,halide
MagpieData mean NfUnfilled,0.0029790965673447637,tier2,halide
MagpieData range NpUnfilled,0.0028630217517330884,tier2,halide
MagpieData mean NdUnfilled,0.002811028864442685,tier2,halide
MagpieData range MendeleevNumber,0.0025758132628477945,tier2,halide
MagpieData avg_dev Row,0.002548378489992492,tier2,halide
MagpieData minimum AtomicWeight,0.0024586337908716832,tier2,halide
MagpieData range AtomicWeight,0.0024374788639630733,tier2,halide
MagpieData mean AtomicWeight,0.00243342656310703,tier2,halide
MagpieData avg_dev GSmagmom,0.002402249489217346,tier2,halide
MagpieData mean Number,0.002257500973403409,tier2,halide
MagpieData minimum NValence,0.002154235434529062,tier2,halide
MagpieData mode NUnfilled,0.002046540689796987,tier2,halide
MagpieData mean NfValence,0.0019590418771359467,tier2,halide
MagpieData minimum CovalentRadius,0.001857360426363301,tier2,halide
MagpieData maximum SpaceGroupNumber,0.0018284961612851816,tier2,halide
MagpieData avg_dev Number,0.001611450577122689,tier2,halide
MagpieData maximum GSmagmom,0.001570771610388906,tier2,halide
MagpieData range Column,0.0014846966927002268,tier2,halide
MagpieData range Number,0.001347606924573137,tier2,halide
crystal_system_int,0.001174695082149494,tier2,halide
MagpieData range NdUnfilled,0.001116521957348771,tier2,halide
MagpieData avg_dev NfValence,0.0010905237734977564,tier2,halide
MagpieData range NfUnfilled,0.00107422146021112,tier2,halide
MagpieData mode GSbandgap,0.0010711190193560256,tier2,halide
MagpieData maximum AtomicWeight,0.0010035691410812263,tier2,halide
MagpieData mode NValence,0.0009480579470699888,tier2,halide
MagpieData mode Column,0.0007295345115380548,tier2,halide
MagpieData minimum NsValence,0.0006714095028473838,tier2,halide
MagpieData range Row,0.0005653251301504396,tier2,halide
MagpieData maximum NfValence,0.00047557723643103646,tier2,halide
MagpieData range NpValence,0.00043877412107976244,tier2,halide
MagpieData avg_dev NfUnfilled,0.00043029764736057135,tier2,halide
MagpieData mode AtomicWeight,0.00040937376091113297,tier2,halide
MagpieData minimum GSbandgap,0.00027529302510893367,tier2,halide
MagpieData range NsValence,0.00027319937663596337,tier2,halide
MagpieData range GSmagmom,0.00023736260104361375,tier2,halide
MagpieData maximum NsUnfilled,0.0002147822024654311,tier2,halide
MagpieData mode NfValence,0.00019261145322943454,tier2,halide
MagpieData range NsUnfilled,0.00013550048274568863,tier2,halide
MagpieData mode Row,0.0001210266136613568,tier2,halide
MagpieData mode NdValence,9.943504832736366e-05,tier2,halide
MagpieData minimum NdValence,9.150772814500392e-05,tier2,halide
MagpieData range NfValence,7.194095261114224e-05,tier2,halide
MagpieData mode NdUnfilled,6.675091141386835e-05,tier2,halide
MagpieData mode NpValence,6.386430147382104e-05,tier2,halide
MagpieData minimum NpUnfilled,5.2330462290554316e-05,tier2,halide
MagpieData minimum NpValence,4.913495573226101e-05,tier2,halide
MagpieData mode NsValence,4.173443643907023e-05,tier2,halide
MagpieData mode GSmagmom,3.346159134225838e-05,tier2,halide
MagpieData maximum Row,2.7573334067688397e-05,tier2,halide
MagpieData maximum NpValence,1.3998984637649615e-05,tier2,halide
MagpieData mode NfUnfilled,1.1730365144010622e-05,tier2,halide
MagpieData minimum Row,9.704950762799669e-06,tier2,halide
MagpieData mode NsUnfilled,4.853729510021316e-06,tier2,halide
MagpieData maximum NsValence,0.0,tier2,halide
MagpieData minimum NfValence,0.0,tier2,halide
MagpieData minimum NsUnfilled,0.0,tier2,halide
MagpieData minimum NdUnfilled,0.0,tier2,halide
MagpieData minimum NfUnfilled,0.0,tier2,halide
MagpieData minimum GSmagmom,0.0,tier2,halide
