feature,mean_abs_shap,tier,family
MagpieData range AtomicWeight,0.0033499091586292854,tier1,halide
MagpieData maximum GSvolume_pa,0.003103711130135159,tier1,halide
MagpieData mean AtomicWeight,0.0030827342697496954,tier1,halide
MagpieData range Column,0.002569973471790007,tier1,halide
MagpieData maximum NfUnfilled,0.002202002985531874,tier1,halide
MagpieData mode NUnfilled,0.0021070615932079237,tier1,halide
MagpieData minimum AtomicWeight,0.002028728573560538,tier1,halide
MagpieData avg_dev NfValence,0.001907479701085918,tier1,halide
MagpieData range Number,0.0018745611842136784,tier1,halide
MagpieData range NpValence,0.0018659739176043895,tier1,halide
MagpieData mean NfValence,0.0016855751576636542,tier1,halide
MagpieData mode GSbandgap,0.0016304325298587634,tier1,halide
MagpieData maximum AtomicWeight,0.0016167711655107999,tier1,halide
MagpieData maximum SpaceGroupNumber,0.0014309130011043159,tier1,halide
MagpieData maximum GSmagmom,0.0012138439563192484,tier1,halide
MagpieData range NdUnfilled,0.0011756520516394895,tier1,halide
MagpieData avg_dev NfUnfilled,0.001121909694172393,tier1,halide
MagpieData range NsValence,0.0010994982520659245,tier1,halide
MagpieData range Row,0.0010651645111911753,tier1,halide
MagpieData mode Column,0.0008849075622199752,tier1,halide
MagpieData minimum CovalentRadius,0.0006568624494281037,tier1,halide
MagpieData maximum NfValence,0.0005140418586481002,tier1,halide
MagpieData minimum NpUnfilled,0.0005112431714297634,tier1,halide
MagpieData range NfUnfilled,0.0004871158526868662,tier1,halide
MagpieData minimum NsValence,0.00048327650287120137,tier1,halide
MagpieData mode NValence,0.00039782490684237617,tier1,halide
MagpieData mode NpValence,0.00024104481051405227,tier1,halide
MagpieData mode NsValence,0.0002275635838185931,tier1,halide
MagpieData range NfValence,0.00020606794144613792,tier1,halide
MagpieData minimum NpValence,0.00020394203024516684,tier1,halide
MagpieData minimum GSbandgap,0.00019500520942064938,tier1,halide
MagpieData minimum NdValence,0.00017880330279037543,tier1,halide
MagpieData mode NdUnfilled,0.0001380224957001279,tier1,halide
MagpieData range GSmagmom,0.00010969287526062025,tier1,halide
MagpieData maximum NpValence,4.741807672651469e-05,tier1,halide
MagpieData maximum NsUnfilled,4.2092506989032234e-05,tier1,halide
MagpieData mode GSmagmom,3.910621548513444e-05,tier1,halide
MagpieData maximum Row,1.9882804527224745e-05,tier1,halide
MagpieData range NsUnfilled,1.2288274539476656e-05,tier1,halide
MagpieData mode NsUnfilled,1.0301644758424428e-05,tier1,halide
MagpieData mode NfUnfilled,6.370509781749231e-06,tier1,halide
MagpieData mode NfValence,5.729498388384063e-06,tier1,halide
MagpieData minimum Row,5.04065957564833e-06,tier1,halide
MagpieData mode Row,3.004573029751811e-06,tier1,halide
MagpieData maximum NsValence,0.0,tier1,halide
MagpieData minimum NfValence,0.0,tier1,halide
MagpieData minimum NsUnfilled,0.0,tier1,halide
MagpieData minimum NdUnfilled,0.0,tier1,halide
MagpieData minimum NfUnfilled,0.0,tier1,halide
MagpieData minimum GSmagmom,0.0,tier1,halide
