feature,mean_abs_shap,tier,family
MagpieData minimum NpUnfilled,5.4561169885046584e-05,tier2,oxide
MagpieData mode NdUnfilled,4.304182251867029e-05,tier2,oxide
MagpieData mode NsValence,3.238685715080343e-05,tier2,oxide
MagpieData mode NdValence,3.0283422018561947e-05,tier2,oxide
MagpieData maximum Row,3.002137756333441e-05,tier2,oxide
MagpieData minimum NpValence,2.6040182031894222e-05,tier2,oxide
MagpieData mode GSmagmom,1.5844992136193394e-05,tier2,oxide
MagpieData mode Row,1.2208385305115491e-05,tier2,oxide
MagpieData minimum NdValence,1.0368170386361785e-05,tier2,oxide
MagpieData mode NsUnfilled,7.35533892860605e-06,tier2,oxide
MagpieData maximum NpValence,4.637273499013523e-06,tier2,oxide
MagpieData minimum Row,4.270579353829299e-06,tier2,oxide
MagpieData mode NfUnfilled,3.550115725770964e-06,tier2,oxide
MagpieData maximum NsValence,0.0,tier2,oxide
MagpieData minimum NfValence,0.0,tier2,oxide
MagpieData minimum NsUnfilled,0.0,tier2,oxide
MagpieData minimum NdUnfilled,0.0,tier2,oxide
MagpieData minimum NfUnfilled,0.0,tier2,oxide
MagpieData minimum GSmagmom,0.0,tier2,oxide
