feature,mean_abs_shap,tier,family
MagpieData range GSvolume_pa,0.005138640087754644,tier2,nitride
MagpieData maximum Column,0.0051379657679567715,tier2,nitride
MagpieData mean GSmagmom,0.0047815789049964735,tier2,nitride
MagpieData mean NValence,0.0045910945689414725,tier2,nitride
MagpieData mean MendeleevNumber,0.004444675193767752,tier2,nitride
MagpieData minimum NValence,0.004411180616194389,tier2,nitride
MagpieData avg_dev Row,0.004334758296228761,tier2,nitride
MagpieData maximum Number,0.004187804601356916,tier2,nitride
MagpieData mean NdUnfilled,0.004016169153733741,tier2,nitride
MagpieData avg_dev NValence,0.003976328618735319,tier2,nitride
MagpieData maximum GSvolume_pa,0.003920000095446785,tier2,nitride
MagpieData mode NUnfilled,0.003792002175647801,tier2,nitride
MagpieData avg_dev GSmagmom,0.0037133591668485305,tier2,nitride
crystal_system,0.003584448456514534,tier2,nitride
MagpieData range NValence,0.0034389776672392684,tier2,nitride
MagpieData mode NpUnfilled,0.0034209298586841486,tier2,nitride
MagpieData mean NfValence,0.0031861772151572307,tier2,nitride
MagpieData avg_dev Number,0.00314146351258403,tier2,nitride
MagpieData maximum MendeleevNumber,0.0030204665196186336,tier2,nitride
MagpieData mean AtomicWeight,0.002996198292928815,tier2,nitride
MagpieData avg_dev NfValence,0.0029679430764268217,tier2,nitride
MagpieData mean CovalentRadius,0.0029325023767589713,tier2,nitride
MagpieData mean NfUnfilled,0.002890920971047535,tier2,nitride
MagpieData range MendeleevNumber,0.002873933334842235,tier2,nitride
MagpieData range AtomicWeight,0.0025781496427862978,tier2,nitride
MagpieData mean Number,0.0025554943664298758,tier2,nitride
MagpieData maximum SpaceGroupNumber,0.0025371864579145902,tier2,nitride
MagpieData mode Number,0.0025005647649947132,tier2,nitride
MagpieData avg_dev AtomicWeight,0.0024666128981947278,tier2,nitride
MagpieData minimum MeltingT,0.0023633527424302457,tier2,nitride
MagpieData minimum AtomicWeight,0.0022739117982037917,tier2,nitride
MagpieData mode NValence,0.0022469124245959337,tier2,nitride
MagpieData avg_dev NsUnfilled,0.002112265948315242,tier2,nitride
MagpieData range Number,0.001875633260781326,tier2,nitride
MagpieData range NdValence,0.0018421701824210877,tier2,nitride
MagpieData maximum NpValence,0.0016068312229373498,tier2,nitride
MagpieData maximum NfUnfilled,0.0016028563280713142,tier2,nitride
MagpieData range Column,0.001456818631323162,tier2,nitride
crystal_system_int,0.0014177971604957228,tier2,nitride
MagpieData mode Column,0.0011981923147102564,tier2,nitride
MagpieData mode CovalentRadius,0.0011010812537283604,tier2,nitride
MagpieData maximum GSmagmom,0.001050501647263305,tier2,nitride
MagpieData maximum AtomicWeight,0.0010367811723485643,tier2,nitride
MagpieData range NpUnfilled,0.0010158471049927593,tier2,nitride
MagpieData range NdUnfilled,0.0009170587208035381,tier2,nitride
MagpieData mode GSbandgap,0.000848112845366098,tier2,nitride
MagpieData mode AtomicWeight,0.0006872048891483177,tier2,nitride
MagpieData minimum NpUnfilled,0.0006080780270333597,tier2,nitride
MagpieData range NpValence,0.0005899267236381694,tier2,nitride
MagpieData range Row,0.00047868176318276596,tier2,nitride
MagpieData maximum NfValence,0.0004609893207897026,tier2,nitride
MagpieData minimum GSbandgap,0.0004510447725734762,tier2,nitride
MagpieData avg_dev NfUnfilled,0.0004496102876507554,tier2,nitride
MagpieData range NfValence,0.00033392194456327606,tier2,nitride
MagpieData mode NdValence,0.000316273314176775,tier2,nitride
MagpieData range NfUnfilled,0.0003073475445786151,tier2,nitride
MagpieData mode NsUnfilled,0.0003013427432419093,tier2,nitride
MagpieData range GSmagmom,0.00024841618660022453,tier2,nitride
MagpieData minimum NsValence,0.0002436828870474112,tier2,nitride
MagpieData mode GSmagmom,0.00023966391048357825,tier2,nitride
MagpieData mode NfValence,0.00023432431112862007,tier2,nitride
MagpieData mode NdUnfilled,0.0002110279782758766,tier2,nitride
MagpieData mode NsValence,0.00020038631571108725,tier2,nitride
MagpieData mode NpValence,0.0001483592861836665,tier2,nitride
MagpieData range NsValence,7.410733484734991e-05,tier2,nitride
MagpieData maximum NsUnfilled,3.903878693662846e-05,tier2,nitride
MagpieData mode NfUnfilled,3.7982068420150964e-05,tier2,nitride
MagpieData minimum NdValence,3.277176031798508e-05,tier2,nitride
MagpieData range NsUnfilled,2.007849995222488e-05,tier2,nitride
MagpieData minimum Row,2.0046876976304768e-05,tier2,nitride
MagpieData maximum Row,8.443251614793491e-06,tier2,nitride
MagpieData minimum NpValence,7.332040404234869e-06,tier2,nitride
MagpieData mode Row,0.0,tier2,nitride
MagpieData maximum NsValence,0.0,tier2,nitride
MagpieData minimum NfValence,0.0,tier2,nitride
MagpieData minimum NsUnfilled,0.0,tier2,nitride
MagpieData minimum NdUnfilled,0.0,tier2,nitride
MagpieData minimum NfUnfilled,0.0,tier2,nitride
MagpieData minimum GSmagmom,0.0,tier2,nitride
